SHA,Message,Author,Username,Date
2b343a4aa56fcae686fe5ed32e9fe4fbf1c0a1a8,:zap: Add smallerEqual and largerEqual to IF and Switch Nodes,Jan Oberhauser,janober,2019-12-23T19:22:15Z
81ca11cb599e0e27a344790507aab4bc57730b17,:zap: Improve error message on GithubTrigger #162,Jan Oberhauser,janober,2019-12-23T13:29:28Z
c630a3583c5504ecb28c38c668e2ce80fcff2411,fix,Ricardo Espinoza,RicardoE105,2019-12-22T13:12:12Z
2cca963fa1b0eafa681c1539a05dda4ed1a9bbfb,sync upstream master,Ricardo Espinoza,RicardoE105,2019-12-22T02:48:00Z
0e340a1e2b843331ec3039aca5538de3730dfdd6,"done

done",Ricardo Espinoza,RicardoE105,2019-12-22T02:44:56Z
a7bc500343b652162f3b0068c711225e01b5ed3b,:bookmark: Release n8n@0.40.0,Jan Oberhauser,janober,2019-12-22T02:00:31Z
a4efe788eaf71cd13bb51fce05e09b7342a44b2a,":arrow_up: Set n8n-core@0.18.0, n8n-editor-ui@0.29.0, n8n-nodes-base@0.35.0 and n8n-workflow@0.18.0 on n8n",Jan Oberhauser,janober,2019-12-22T01:59:28Z
31849de5535803e77b6e1853ad7654c2e037362e,:bookmark: Release n8n-editor-ui@0.29.0,Jan Oberhauser,janober,2019-12-22T01:55:43Z
b8607c67b9750f9e07f0f20a2ce338dfee6c0f2b,:arrow_up: Set n8n-workflow@0.18.0 on n8n-editor-ui,Jan Oberhauser,janober,2019-12-22T01:55:02Z
6292daab8446b88c947d47007ff7cbf5e50f20a3,:bookmark: Release n8n-nodes-base@0.35.0,Jan Oberhauser,janober,2019-12-22T01:51:22Z
580e90b6fb39f80dd8742a31f7dd6e6b2af8ae4a,:arrow_up: Set n8n-core@0.18.0 and n8n-workflow@0.18.0 on n8n-nodes-base,Jan Oberhauser,janober,2019-12-22T01:50:43Z
6c1f307329a82798f8cc5b1fb435fe42d0328848,:bookmark: Release n8n-core@0.18.0,Jan Oberhauser,janober,2019-12-22T01:49:04Z
0a5b4ad2afec43891b9a23046ed1daebcafebcc7,:arrow_up: Set n8n-workflow@0.18.0 on n8n-core,Jan Oberhauser,janober,2019-12-22T01:47:14Z
dee7f7b159ca3ef86155f6dd18dff64bc439b12c,:bookmark: Release n8n-workflow@0.18.0,Jan Oberhauser,janober,2019-12-22T01:45:34Z
8d7341b70ad5f3be3aaf39ce5569b62482351654,:twisted_rightwards_arrows: Merge branch 'RicardoE105-feature/added-rawBody-webhook',Jan Oberhauser,janober,2019-12-22T01:04:26Z
9acb03435abb6d9602c02764f29fb348c0dbd3d3,:zap: Fix rawBody,Jan Oberhauser,janober,2019-12-22T01:03:24Z
968ddbd3df58112d423d427d98f5c81c44b067cf,:twisted_rightwards_arrows: Merge branch 'feature/added-rawBody-webhook' of https://github.com/RicardoE105/n8n into RicardoE105-feature/added-rawBody-webhook,Jan Oberhauser,janober,2019-12-22T00:37:58Z
43442449e6d46617aff2a2fb7ce9713a2c91d252,:zap: Fix start issue,Jan Oberhauser,janober,2019-12-21T21:04:47Z
f1bb1f10f3aba55a5d5ed50fc25d8f53e43cb348,changes,Ricardo Espinoza,RicardoE105,2019-12-21T20:36:08Z
700ca5c85adbac315344e84c23e18c200d729807,added rawBody,Ricardo Espinoza,RicardoE105,2019-12-21T17:19:15Z
e0752b861de8f21795dd2494ca0167b3091e2483,:sparkles: Make it possible to rename workflows,Jan Oberhauser,janober,2019-12-20T22:58:36Z
3f748e3aa8182314b1b38e83b0818fc853637f74,:heavy_check_mark: Fix tests,Jan Oberhauser,janober,2019-12-20T18:53:52Z
9cb9ec2b93401cc0640fc839be5cda94a59f2e93,:twisted_rightwards_arrows: Merge branch 'RicardoE105-feature/node-vero',Jan Oberhauser,janober,2019-12-20T04:34:28Z
9c2ff708c54b91d60804c68a822ccbfc87abb8f3,:zap: Small fix for Vero-Node,Jan Oberhauser,janober,2019-12-20T04:33:37Z
d9e22a749c56f60330ca17dc4489056506bf3d4d,:twisted_rightwards_arrows: Merge branch 'feature/node-vero' of https://github.com/RicardoE105/n8n into RicardoE105-feature/node-vero,Jan Oberhauser,janober,2019-12-20T00:13:07Z
f2236ba38c106cbb457764b973fc92ead3b207fa,:zap: Make WriteBinaryFile-Node error when data is missing,Jan Oberhauser,janober,2019-12-19T23:58:55Z
99c13249dbf70844bedc39a39d69b1e711bcd6a7,":twisted_rightwards_arrows: Merge pull request #158 from RicardoE105/fix/removed-deprecation-warning

Fix/removed deprecation warning",Jan,janober,2019-12-19T22:17:04Z
108ffb0d86effa1439a08818b6c3769b2acfbd43,:zap: Automatically parse response in GraphQL node to JSON,Jan Oberhauser,janober,2019-12-19T22:15:19Z
8acc3c5931805c686ea47e82e1fccafbde25378a,:sparkles: Add ExecuteWorkflow-Node,Jan Oberhauser,janober,2019-12-19T22:07:55Z
403c52ddf89e370bf3d1bf926ff9bd590befac93,:bug: Add missing file,Jan Oberhauser,janober,2019-12-18T20:17:31Z
a8a21034d1a619b80c5c7a0c5b0c788258a90920,deleted test file,Ricardo Espinoza,RicardoE105,2019-12-18T17:32:04Z
01983a9c8f706e33b06ade4d090f70fd73c0530b,:zap: removed deprecation warning,Ricardo Espinoza,RicardoE105,2019-12-18T17:30:16Z
83eaaf1e33663f9b110bed03e2008449e7230e21,:sparkles: Vero node done,Ricardo Espinoza,RicardoE105,2019-12-17T20:33:28Z
399c25ad77b0ccedacf37c13610390a27f2d395e,:zap: Change parameter name,Jan Oberhauser,janober,2019-12-17T02:43:46Z
a7d729842a06a2ab222a948c7560bfbde6811ea5,":bug: Fix that ""getCurrentNodeParameter"" did not resolve expressions",Jan Oberhauser,janober,2019-12-17T02:27:56Z
ae8988295127b9ae350c797f2dad2073074ac52a,:twisted_rightwards_arrows: Merge branch 'RicardoE105-feature/coda-node',Jan Oberhauser,janober,2019-12-16T23:52:57Z
a26ff6362b8a250446a3d2ba2b770779179824c5,:zap: Some changes that Code-Node works identical to other similar nodes,Jan Oberhauser,janober,2019-12-16T23:52:15Z
a565c69b5db84b6b8676f34ce4757ef53f2f650a,:twisted_rightwards_arrows: Merge branch 'feature/coda-node' of https://github.com/RicardoE105/n8n into RicardoE105-feature/coda-node,Jan Oberhauser,janober,2019-12-16T18:01:59Z
e07ea137087381d2ba09c07990395ecbfd4b8b21,:bug: fixes,Ricardo Espinoza,RicardoE105,2019-12-16T16:40:44Z
fcbb708dab57b71e8c9c1e77a19f5752e22ec014,:zap: Update Switch-Node description,Jan Oberhauser,janober,2019-12-16T03:13:27Z
70728a00b7ae54c17fdd32b056f3c0dadae62947,:sparkles: Add Switch-Node,Jan Oberhauser,janober,2019-12-16T01:46:37Z
d1eb102de7adc5898dc059c707037fef8f2007b4,:zap: Reuse Github webhook if it exists already,Jan Oberhauser,janober,2019-12-14T20:44:56Z
9236d3891cbc3db75441f3f527789cad655019ee,:sparkles: coda node done,Ricardo Espinoza,RicardoE105,2019-12-14T16:42:32Z
7f2fe2504874f55f74f3b6d9336543d8d2fe7e49,done,Ricardo Espinoza,RicardoE105,2019-12-13T21:50:59Z
4ceeb9bbc003fb8ffd296f6c66e9e49e33038919,:bookmark: Release n8n@0.39.0,Jan Oberhauser,janober,2019-12-13T19:22:44Z
6f059f9d0e8464b5c93d801719af328bb0fde365,:arrow_up: Set n8n-editor-ui@0.28.0 and n8n-nodes-base@0.34.0 on n8n,Jan Oberhauser,janober,2019-12-13T19:22:17Z
04708262f978d7e252f2fb675d28da8b312a0dc2,:bookmark: Release n8n-editor-ui@0.28.0,Jan Oberhauser,janober,2019-12-13T19:19:56Z
8d9a5b49db7194d8eb3e8ade44e1af472a7ca82e,:bookmark: Release n8n-nodes-base@0.34.0,Jan Oberhauser,janober,2019-12-13T19:18:14Z
1d0a886d8b9c0de9d23a7cc15411ea1e64d2d264,":sparkles: Add ""sendMediaGroup"" functionality to Telegram-Node #135",Jan Oberhauser,janober,2019-12-13T19:05:21Z
784aa25df888a4183b213f18fa20642f549c89f1,:zap: Make GitLab-Node also work with subgroups #142,Jan Oberhauser,janober,2019-12-13T17:43:01Z
3da402a8d4c71f374016ccdd11fe475b39e2bdf1,:sparkles: Allow to use built-in modules in Function-Nodes if configured,Jan Oberhauser,janober,2019-12-13T17:23:30Z
8789e9be3c06090ff51a3cf19f350ec6f79a3268,:sparkles: Add copy-file functionality to GoogleDrive-Node,Jan Oberhauser,janober,2019-12-13T17:04:01Z
ffba4d9553d501a2abdf1818592b43aec1c4e828,:books: Remove links to no longer existing content,Jan Oberhauser,janober,2019-12-13T14:28:03Z
e4eefedcbfa5d764e2bb0edb661de1ef84b66b98,Msg91 Integration(node),Priyanka P,walkover101,2019-12-13T11:29:33Z
d68c6bf195b1844daa0c174d0a38c5eb7a4df6b7,:twisted_rightwards_arrows: Merge branch 'quansenB-xml-body-parser-webhooks',Jan Oberhauser,janober,2019-12-13T05:06:38Z
b6873e318df7a274aa52babf7706a2f5260b4491,:twisted_rightwards_arrows: Merge branch 'xml-body-parser-webhooks' of https://github.com/quansenB/n8n into quansenB-xml-body-parser-webhooks,Jan Oberhauser,janober,2019-12-13T04:01:48Z
1d0738e1989445e287d9c812936413ba7771eb21,:twisted_rightwards_arrows: Merge branch 'RicardoE105-feature/mailchimp--trigger',Jan Oberhauser,janober,2019-12-13T03:36:44Z
56896cd2e7331857e053459d9bdd1c7e70d3d376,:twisted_rightwards_arrows: Merge branch 'feature/mailchimp--trigger' of https://github.com/RicardoE105/n8n into RicardoE105-feature/mailchimp--trigger,Jan Oberhauser,janober,2019-12-13T02:27:37Z
62d7f2d82116771795ffea5b1e0db028e1044f95,:twisted_rightwards_arrows: Merge branch 'ericHao22-feature/add-mysql-node',Jan Oberhauser,janober,2019-12-13T02:25:16Z
b4329c823a54b8b30cd1d646415a452ecd48a6d5,:zap: Rename and fix lint issue,Jan Oberhauser,janober,2019-12-13T02:24:55Z
1b2c1057884673ab2402e95b0c4b2dcbb4553935,:twisted_rightwards_arrows: Merge branch 'feature/add-mysql-node' of https://github.com/ericHao22/n8n into ericHao22-feature/add-mysql-node,Jan Oberhauser,janober,2019-12-13T01:12:48Z
82b69070385f8f10c84a20647135a136f103b600,":twisted_rightwards_arrows: Merge pull request #151 from MarkBennett/patch-1

Grammar tweaks.",Jan,janober,2019-12-13T01:11:09Z
9db449c953012e9e5bc692fdba97158284b69d26,:shirt: Fix lint issue,Jan Oberhauser,janober,2019-12-13T00:19:39Z
359dc3b48530fb2d003f0557ebe336df20266a09,:sparkles: Add possibility to retry with currently saved workflow,Jan Oberhauser,janober,2019-12-13T00:12:38Z
b3898540468acaae51aa84e342ac6f177477e210,:sparkles: Add possibility to filter executions by status,Jan Oberhauser,janober,2019-12-12T23:39:56Z
870961b101587676e803357b9b79531b10e2fd50,:bug: Fix bug that it did load same executions multiple times,Jan Oberhauser,janober,2019-12-12T19:57:11Z
a78da100f80a9a0b15c66091e5008dc2e83d94f6,feat(node): remove knex dependency from MySQL node,Eric Chang,ericHao22,2019-12-12T15:57:59Z
c34f4841c28b021204fa19f988e20126d307f721,feat(node): add mysql node,Eric Chang,ericHao22,2019-11-19T08:36:56Z
040b0a690ce91d12609b65caa02a53ea35cd6a81,feat(credential): add credential of mysql node,Eric Chang,ericHao22,2019-11-14T03:32:26Z
2e56fabc2808bfe99d03afee5c4216282f2ea004,A few more tweaks.,Mark Bennett,MarkBennett,2019-12-12T07:54:46Z
d08150371b940c91ddd9a1559cebb7611cba69ba,Grammar tweaks.,Mark Bennett,MarkBennett,2019-12-12T07:50:13Z
3e7af95856a51f8c0a0fd5359b1bfdc51903a1c8,Merge branch 'master' into feature/mailchimp--trigger,Ricardo Espinoza,RicardoE105,2019-12-11T23:32:30Z
c3f25a79ec476e00e13425dc2eb88f727884b9f7,registered GET method,Ricardo Espinoza,RicardoE105,2019-12-11T23:31:12Z
d74f0d9bbd87520dad6c02e8df766fbe2d03b255,:shirt: Fix lint issue,Jan Oberhauser,janober,2019-12-10T19:31:11Z
5a0d1bf9939ab242b9fa403a02aa0d4edf433944,:bug: Fix variable selector bug with arrays in arrays,Jan Oberhauser,janober,2019-12-10T15:37:22Z
f31049d454a65cb314a95993f4f1d0a4777a7f7f,:bug: Fix that drop connection and addNodeButton did connect wrong,Jan Oberhauser,janober,2019-12-10T14:39:14Z
5da4a80d6749de88e9350ff5cdc11023dce11137,:sparkles: Add support for nodes with 4 in- or outputs,Jan Oberhauser,janober,2019-12-10T13:35:27Z
61bd4b806a0a7bede1c788585ea0528ca96942d8,:bookmark: Release n8n@0.38.0,Jan Oberhauser,janober,2019-12-09T12:10:48Z
ed2e42a9937768e0458867d5d653436831c0d16f,:arrow_up: Set n8n-nodes-base@0.33.0 on n8n,Jan Oberhauser,janober,2019-12-09T12:09:56Z
722f71a7c983ab782d52ce70fcdcdf09ca5e4565,:bookmark: Release n8n-nodes-base@0.33.0,Jan Oberhauser,janober,2019-12-09T12:08:32Z
1c16aba7866326a33b83db88fa9832ccb758b621,:twisted_rightwards_arrows: Merge branch 'RicardoE105-feature/flow-node',Jan Oberhauser,janober,2019-12-09T11:08:53Z
b36efd4c9da9a601a0291a511071035c4f7c6555,":zap: Move ""organizationId"" in credentials and fix error messages",Jan Oberhauser,janober,2019-12-09T11:07:48Z
ca2cc3b0cdc882308f8591d0af7123b8351cc787,add xml2js options,quansenB,quansenB,2019-12-09T00:24:04Z
a53d111e5635d8e7ed666819abdc25e075aee8e3,add xml body parser for xml webhook support,quansenB,quansenB,2019-12-09T00:07:57Z
9250163c8c433df7dd4b755a29e1253566a2a1da,:twisted_rightwards_arrows: Merge branch 'feature/flow-node' of https://github.com/RicardoE105/n8n into RicardoE105-feature/flow-node,Jan Oberhauser,janober,2019-12-07T21:24:30Z
20a90670196bdacec5fbd81ffc1ee4985f26aa07,:twisted_rightwards_arrows: Merge branch 'RicardoE105-feature/hubspotCRM-node',Jan Oberhauser,janober,2019-12-07T21:22:16Z
ee4c46dbd3c06a2ff169d61647351c12584e5254,:zap: Rename operations,Jan Oberhauser,janober,2019-12-07T21:21:04Z
975856a7721cd4b7e2b54bdaf7a5fc036b3ce93a,:twisted_rightwards_arrows: Merge branch 'feature/hubspotCRM-node' of https://github.com/RicardoE105/n8n into RicardoE105-feature/hubspotCRM-node,Jan Oberhauser,janober,2019-12-07T09:28:28Z
c922c9b509b7ae9c9aada4586c63cdcbbd13ac13,:twisted_rightwards_arrows: Merge branch 'frane-gdrive_corpora',Jan Oberhauser,janober,2019-12-06T22:56:15Z
fa37cb0762749cd19beafe02b48b359251ea1beb,:shirt: Fix lint issue,Jan Oberhauser,janober,2019-12-06T22:56:00Z
de14bf018e0b93a2072f8d2aedc794d71558c1c3,:twisted_rightwards_arrows: Merge branch 'gdrive_corpora' of https://github.com/frane/n8n into frane-gdrive_corpora,Jan Oberhauser,janober,2019-12-06T22:53:53Z
39001f4c25d7fc7ad9283e08b8c9ec7b1eab4a1f,:twisted_rightwards_arrows: Merge branch 'RicardoE105-feature/shopify-trigger',Jan Oberhauser,janober,2019-12-06T22:47:56Z
e9b2d6583acfe7fae4393d1d771e23d646104eec,:zap: Renamed credential parameters and capitalized topic names,Jan Oberhauser,janober,2019-12-06T22:47:19Z
c66a36ed488712b96bd18e7910500e6d98fe21a5,:twisted_rightwards_arrows: Merge branch 'feature/shopify-trigger' of https://github.com/RicardoE105/n8n into RicardoE105-feature/shopify-trigger,Jan Oberhauser,janober,2019-12-06T21:38:46Z
373bb66ce450fa5937407faae2d8f585ef10fb22,:twisted_rightwards_arrows: Merge branch 'RicardoE105-feature/mattermost-node',Jan Oberhauser,janober,2019-12-06T21:35:03Z
731aeca5c5806d3d199f49e5bf808f24efcb892d,:zap: Move Delete Option from Post to Message,Jan Oberhauser,janober,2019-12-06T21:33:26Z
99c016e31f3caa4596001f614e08146ddb146450,:sparkles: flow node and trigger,Ricardo Espinoza,RicardoE105,2019-12-06T17:04:50Z
366fe861caa80d80a85683266a00100fbd2ef2ff,"Merge pull request #1 from quansenB/quansenB

ActiveCampaign Deals API Extension",Quansen,quansenB,2019-12-06T11:33:28Z
0f6b89bce023b592353c0a07a66ccb61279e1b37,Adds corpora and drive scoping to GDrive list,Frane Bandov,frane,2019-12-05T15:21:14Z
6f2154aaf80d444f731f9fe1675b5fff1ab2990a,:sparkles: extended Mattermost functionality,Ricardo Espinoza,RicardoE105,2019-12-04T20:57:56Z
6c1b479c81e95697859c1e36ba457389e826f6b0,added hubspot API documentation,Ricardo Espinoza,RicardoE105,2019-12-04T17:34:47Z
c87da488f6037528a6b59087a9e4e62fd1055f3d,:sparkles: hubspot node done,Ricardo Espinoza,RicardoE105,2019-12-04T17:21:02Z
67297944dac04487f3108a9f8b28f9fefe31be8c,done,Ricardo Espinoza,RicardoE105,2019-12-04T03:21:52Z
cb0cfaa7719e5d80821405c34b808ce45a8d9825,done,Ricardo Espinoza,RicardoE105,2019-12-03T21:48:17Z
b655e835f0f55ddbca8888530e59b6615fc67836,Merge remote-tracking branch 'origin/feature/mailchimp-triggrer' into feature/mailchimp-triggrer,Ricardo Espinoza,RicardoE105,2019-12-03T13:56:34Z
b838d4c0b59abbebc7cbe55dbd2245d5ec03b78d,":sparkles: Mailchimp trigger done

done

done",Ricardo Espinoza,RicardoE105,2019-12-03T13:54:30Z
1cecd804881dc3ed7cfad855945a8921547f29ce,"done

done

done",Ricardo Espinoza,RicardoE105,2019-12-03T13:54:30Z
81b17d43ed6dfcf23a4eea105a6ba75414a0dcf7,:twisted_rightwards_arrows: Merge branch 'RicardoE105-jira-node',Jan Oberhauser,janober,2019-12-02T21:41:06Z
d7ef2f41f8bd15719e790a1b7c892dd160bb25d2,:zap: Some small adjustments,Jan Oberhauser,janober,2019-12-02T21:40:24Z
6955109cbd624392207726c4d8cffb02041616bc,:sparkles: Shopify trigger done,Ricardo Espinoza,RicardoE105,2019-12-02T21:21:55Z
5f389cfa16de75c801d4b8fe701a631f14b69032,:twisted_rightwards_arrows: Merge branch 'jira-node' of https://github.com/RicardoE105/n8n into RicardoE105-jira-node,Jan Oberhauser,janober,2019-12-02T18:36:15Z
28cb10df3aefd9cebe6e59edbe2b5d865d1416a7,:art: added line breaks,Ricardo Espinoza,RicardoE105,2019-12-02T14:15:03Z
31af36b8bde129924053049038b8b3dd0d6cc6e9,"Fix #139

Prevent null values from beeing treaded as objects",Romain Dunand,airmoi,2019-12-01T22:08:37Z
8ca31db0aa00b63d76115206bbcb3562aaedd448,fixes done,Ricardo Espinoza,RicardoE105,2019-12-01T21:47:53Z
18bf3b571a99bdcdfc9091fcc6ca286ec4cd6395,:bookmark: Release n8n@0.37.0,Jan Oberhauser,janober,2019-12-01T20:08:13Z
4ba8eef0fbb005c3da1c2f775cc90403af953a06,":arrow_up: Set n8n-core@0.17.0, n8n-editor-ui@0.27.0, n8n-nodes-base@0.32.0 and n8n-workflow@0.17.0 on n8n",Jan Oberhauser,janober,2019-12-01T20:07:35Z
3bda5cdb06ec7c213a2fdf14ba469cbecb9ee5a7,:bookmark: Release n8n-editor-ui@0.27.0,Jan Oberhauser,janober,2019-12-01T20:05:54Z
e8854e03c3ac4ffbcaad71bc0ea04b607f9f0dec,:arrow_up: Set n8n-workflow@0.17.0 on n8n-editor-ui,Jan Oberhauser,janober,2019-12-01T20:05:35Z
038d3df2589834bfceeead134b72bc1b2f762f26,:bookmark: Release n8n-nodes-base@0.32.0,Jan Oberhauser,janober,2019-12-01T20:04:42Z
b6777e8bbdc3f1660d211be82f4dd37d2a8a574a,:arrow_up: Set n8n-core@0.17.0 and n8n-workflow@0.17.0 on n8n-nodes-base,Jan Oberhauser,janober,2019-12-01T20:04:04Z
fcdb73f3672270d67ebd97df44c6fc0d0f4465e5,:bookmark: Release n8n-core@0.17.0,Jan Oberhauser,janober,2019-12-01T20:02:09Z
1c8c49d9ece13fb3d9b568479d6a086130a8334b,:arrow_up: Set n8n-workflow@0.17.0 on n8n-core,Jan Oberhauser,janober,2019-12-01T20:01:13Z
39d864fd4ecb839cbf63679d87c9c5627e11e4e2,:bookmark: Release n8n-workflow@0.17.0,Jan Oberhauser,janober,2019-12-01T19:59:42Z
3d005c5b38f9bb03db94a759901ffbdbe2218c44,:twisted_rightwards_arrows: Merge branch 'RicardoE105-fix/rocketchat-node',Jan Oberhauser,janober,2019-12-01T19:51:53Z
151dbb03468de373d543d52d04f64f25d32b8488,:zap: Add placeholder and breaking-change information,Jan Oberhauser,janober,2019-12-01T19:51:05Z
