SHA,Message,Author,Username,Date
3483446c28113fb9eb1e8adb8978e305ff5e7c65,"refactor: Cleanup user get_id/get_user_id (#20492)

Co-authored-by: John Bodley <john.bodley@airbnb.com>",John Bodley,john-bodley,2022-06-25T00:57:04Z
c56e37cda24ba70819d58501d1bfccc12db585cc,fix: bump FAB to 4.1.2 (#20483),Daniel Vaz Gaspar,dpgaspar,2022-06-24T18:13:48Z
bcc51400bdd7602d8296643dfbe914c2bfdec93e,"docs(contribute): update compatible Python versions in local environment setup instructions (#20260)

* Remove incompatible Python 3.7 from local env setup docs

* Ensure Python 3.8 or 3.9

Co-authored-by: Diego Martin <diego.martin@indigitall.com>",Diego,diegoauad,2022-06-24T17:59:59Z
5a2abfab65f5eac95a4376ab2319528ba82975f1,"fix: correction from mmsql to mssql in setup.py (#20493)

Co-authored-by: Multazim Deshmukh <multazim.deshmukh@morningstar.com>",Multazim Deshmukh,mdeshmu,2022-06-24T17:43:16Z
bbbe102887a524b1ee0ffd4ada8481078dbe5496,feat(standardized form data): keep all columns and metrics (#20377),Yongjie Zhao,zhaoyongjie,2022-06-24T13:46:25Z
c7f1c7d5bd06909180879e42206f80496343b5d8,"chore: Restructure explore redux state (#20448)

* chore: Restructure explore redux state

* fixes

* fix tests

* add new tests

* Fix type

* Address comments

* Fix bug

* Fix import

* Add new test

* Move unsaved chart id to a constant

* Add todo",Kamil Gabryjelski,kgabryje,2022-06-24T13:26:07Z
20163361b9d947c1bf5b7f8331bdc64c9aac1169,"feat: Adds the /explore endpoint to the v1 API (#20399)

* feat: Adds the /explore endpoint to the v1 API

* Fixes pylint errors

* Fixes tests

* Changes the tests logic

* Removes ABC reference

* Improves indentation

* Addresses review comments

* Rebases code

* Improves dataset and slice assertions

* Fixes tests

* Removes schema and table name assertions

* Removes fixed IDs

* Fixes datasource ID",Michael S. Molina,michael-s-molina,2022-06-24T11:23:30Z
44f0b511ddf916b87688555657832624a43419d1,remove autoflush for queries during dual write (#20460),Elizabeth Thompson,eschutho,2022-06-23T21:50:30Z
661ab35bd07b22defe45c112f5e5230929b27681,"fix: Re-add filter-box time granularity/column (#20485)

Co-authored-by: John Bodley <john.bodley@airbnb.com>",John Bodley,john-bodley,2022-06-23T19:42:40Z
b33c23ef2529c8f6c1537bbd70af47a184ea3f76,fix: migration revision order (#20484),Daniel Vaz Gaspar,dpgaspar,2022-06-23T17:42:35Z
aa4068048a779359b21d2fa3e2c0328a0dd754ad,fix(docs): prevent some symbols from being copied with (#20480),Stephen Liu,stephenLYZ,2022-06-23T17:11:42Z
a45d011e74be7a52fee9b0e580187dd6f25509db,"fix: issue with sorting by multiple columns in a table (#19920)

Recent commit to sort alphanumeric columns via case insensitive
comparison broke the multi-column sort option. React-table only sorts
by the second (or third...) column if the first column matches.
Since the alphanumeric sort only returned -1 or 1, it never would move
to the subsequent columns when the earlier column values matched.",stevetracvc,stevetracvc,2022-06-23T11:39:46Z
f5cb23e0a39a5d5160f5481ba07838ca48beebf7,"fix(migration): Ensure key_value LargeBinary is encoded as a MEDIUMBLOB as opposed to BLOB for MySQL (#20385)

* fix(migration): Ensure key_value LargeBinary is encoded as a MEDIUMBLOB as opposed to BLOB for MySQL

* Update 2022-06-14_15-28_e09b4ae78457_resize_key_value_blob.py

Co-authored-by: John Bodley <john.bodley@airbnb.com>",John Bodley,john-bodley,2022-06-23T11:38:33Z
4dc30441b7e38aa43db9aa5eda3f8a52322e46b1,fix: alert & reports active toggle optimistic update (#20402),Diego Medina,diegomedina248,2022-06-23T11:33:54Z
a169b6071209c4f6681c95486127fc43884ff6d1,"fix: Changes the return type of get_permissions to be JSON friendly (#20472)

* fix: Changes the return type of get_permissions to be JSON friendly

* Removes dangling comma

* Removes unused import

* Fixes typing errors",Michael S. Molina,michael-s-molina,2022-06-22T21:28:59Z
2c16be42e1dac1ce47b698ba30d0d30c0c3e2075,async queries limit bug (#20468),AAfghahi,AAfghahi,2022-06-22T20:21:34Z
9f9aae49c912eefd2793fbeda75806700573f519,"chore: Convert QueryAutoRefresh to TypeScript functional React component [sc-48362] (#20179)

* git commit -m 'Convert QueryAutoRefresh to functional component [sc-48362]'

* addressing PR comments [sc-48362]

Removes unneeded props and state tracking of offline, adds finally block to simplify clearing pending request, simplifies value comparison in array by using includes in place of indexOf

* Address PR comment to use enum for QueryState [sc-48362]

Original implementation had string literals used in multiple places representing Query.state value options.  This commit creates a formal TypeScript enum for QueryState so we can remove string literals and ensure better consistency

* Address PR comments for object type validation [sc-48362]

This commit resolves an issue why the TypeScript typing for queryList was marked as a Query[] but was actually a Dictionary (associative array) or Queries.  A new type QueryDictionary has been added and the QueryAutoRefresh code was adjusted to use QueryDictionary instead of Query[] in appropriate places as well as unit tests.  Commit also removes QueryAutoRefreshContainer by making the once component using QueryAutoRefresh (which is already redux connected) pass the needed values on props.  this simplifies the code base and reduce files that need unit testing while keeping QueryAutoRefresh out of needing a redux connection directly.

* Addresses PR comment to add QueryState.SCHEDULED to runningQueryStateList [sc-48362]

In previous implementation 'scheduled' was not included int he list of Query States.  Further investigation shows it should be added to as a running state.

* Fix prettier lint error [sc-48362]

* Adjust unit tests for props update hoisting callbacks out of actions wrapper object [sc-48362]

* Update with changes from master [sc-48362]

Merges in updates from master and resolves conflicts from relocation of some of the Query TypeScript definitions into core

* Removes logic setting user offline and relying on results panel error message [sc-48362]

* Fixes bad import after some TypeScript definitions were relocated to core [sc-48362]

* Fixes TypeScript errors [sc-48362]",Eric Briscoe,eric-briscoe,2022-06-22T20:20:02Z
daded1099262a694d7cc861a8a798dba4102d5e8,"feat(SQL Lab): Make SQL Lab explore use the default viz from the config file (#20056)

* Modified SQL Lab so it uses the default viz to explore a new dataset with

* Added a comment to the config file

* Remove trailing whitespace

* [CLDN-1312] Removed the 'viz_type' variable so that when it is undefinded in the back-end, it gets set to the default viz

* [CLDN-1312] Only sets the 'all_columns' variable if the default viz type is a 'table'

* Will only pop 'selectedColumns' out of 'form_data' if it is present

* [CLDN-1312] Updated files so that the default viz is now being used again in SQL Lab Explore",cccs-Dustin,cccs-Dustin,2022-06-22T17:33:44Z
b66a617ed9dbb9c6add8e8d707b8bd407a7f8352,remove label for new user (#20429),Elizabeth Thompson,eschutho,2022-06-22T17:21:53Z
cf4f05efbc79d7e69db1d09d5161c6982819c484,"docs(featureflags): add GENERIC_CHART_AXES flag (#20446)

* doc(featureflags): add GENERIC_CHART_AXES flag

* move GENERIC_CHART_AXES into testing stage",Kyuhyun Byun(Bien),novemberde,2022-06-22T13:14:24Z
a833674a8d3fff5c813d8204efb9350c4c89f7b6,"fix(home): Show home page tabs as pills instead of links (#20257)

* fix(home): make to update the css style of links

* fix(home): make to fix lint issue

* fix(home): make to remove underline when tab is active

* fix(homes): make to fix the issue of tab

* fix(home): make to move styles to a tag",smileydev,prosdev0107,2022-06-21T23:44:48Z
ca526e63c8211fe308049f5d003a9826f5ebb50e,"feat: Adds support for clearing the Select cache (#20397)

* feat: Adds support for clearing the Select cache

* Fixes lint errors",Michael S. Molina,michael-s-molina,2022-06-21T18:13:37Z
44c5e2879b912b33c902b955eebdaa52ea6e5354,"chore(newchart): update chart creation dataset selection help text, styles (#20369)

* Update dataset selection help text.

* Update 'Create a new chart' flow styles.

* Add support for linking directly to Create Dataset modal via URL hash.

* Add support for linking directly to Create Dataset modal via URL hash.

* Update dataset help text to not include spaces in translated strings and only include an 'Add dataset' link when user has permission to add dataset.

* Clean up test file

Co-authored-by: Michael S. Molina <70410625+michael-s-molina@users.noreply.github.com>

Co-authored-by: Michael S. Molina <70410625+michael-s-molina@users.noreply.github.com>",Cody Leff,codyml,2022-06-21T17:01:43Z
f3b289d3c333fe2351e9fbac6fa85b875cb1897c,"fix: ensure column name in description is string (#20340)

* fix: ensure column name in description is string

* Add unit test",Beto Dealmeida,betodealmeida,2022-06-21T13:10:46Z
5afeba34bd72526844d0f71764309a6669d96c5a,fix(viz): BigQuery time grain 'minute'/'second' throws an error (#20350),Diego Medina,diegomedina248,2022-06-21T13:06:52Z
1ae935379fa8f1f5043205f218d7c1af93fae053,fix(chart & table): make to prevent dates from wrapping (#20384),smileydev,prosdev0107,2022-06-21T12:58:50Z
9fad26fa1919fceda4abdfce0b973d536b42b6af,fix: suppress translation warning in jest (#20404),Yongjie Zhao,zhaoyongjie,2022-06-21T12:38:58Z
8bbbd6f03fbd7fccf457706d942f114b7abb682d,fix: should raise exception when apply a categorical axis (#20451),Yongjie Zhao,zhaoyongjie,2022-06-21T12:37:51Z
93774d1860fd40dfee1f18e2787d9d0b79b551e2,fix: table viz sort icon bottom aligned (#20447),Diego Medina,diegomedina248,2022-06-21T12:10:37Z
ba4ba0267e6f9f6ce6fed09c5d89965eee5c9f92,fix: RLS new db migration downgrade fails on SQLite (#20449),Daniel Vaz Gaspar,dpgaspar,2022-06-21T12:07:23Z
e3e37cb68f4bb2118580f666cd77bb14ac7ff072,"chore: switching out ConnectorRegistry references for DatasourceDAO (#20380)

* rename and move dao file

* Update dao.py

* add cachekey

* Update __init__.py

* change reference in query context test

* add utils ref

* more ref changes

* add helpers

* add todo in dashboard.py

* add cachekey

* circular import error in dar.py

* push rest of refs

* fix linting

* fix more linting

* update enum

* remove references for connector registry

* big reafctor

* take value

* fix

* test to see if removing value works

* delete connectregistry

* address concerns

* address comments

* fix merge conflicts

* address concern II

* address concern II

* fix test

Co-authored-by: Phillip Kelley-Dotson <pkelleydotson@yahoo.com>",Hugh A. Miles II,hughhhh,2022-06-21T11:22:39Z
c79b0d62d01f9b3eef23a0b74a63febd32206055,refactor: create echarts query section (#20445),Yongjie Zhao,zhaoyongjie,2022-06-21T03:38:07Z
68af5980ea5ae98978c809f308891e2e27bed220,"feat(chart): Enable caching per user when user impersonation is enabled (#20114)

* add username to extra cache keys when impersonation is enabled.

* don't put effective_user in extra_cache_key

* get_impersonation_key method in engine_spec class  to construct an impersonation key

* pass datasource when creating query objects

* adding an impersonation key when construction cache key

* add feature flag to control caching per user

* revert changes

* make precommit and pylint happy

* pass a User instance

* remove unnecessary import",Samira El Aabidi,Samira-El,2022-06-21T01:14:08Z
b7eb23544077aa867bb17694e8a050b868e3b9a2,"style(typo): occured -> occurred (#20116)

* Occured -> Occurred

* Occured -> Occurred

* Occured -> Occurred

* Occured - > Occurred

* Update FallbackComponent.tsx

* Update FallbackComponent.tsx

Co-authored-by: John Bodley <4567245+john-bodley@users.noreply.github.com>",Sam Firke,sfirke,2022-06-20T15:49:45Z
111affdb024398cf9490369bf9d668ec54ea5ca2,chore: move xaxis to superset-ui (#20438),Yongjie Zhao,zhaoyongjie,2022-06-20T14:36:27Z
60eb1094a4f270ba8931f3c2e1656bd257a948fb,"feat: add name, description and non null tables to RLS (#20432)

* feat: add name, description and non null tables to RLS

* add validation

* add and fix tests

* fix sqlite migration

* improve default value for name",Daniel Vaz Gaspar,dpgaspar,2022-06-20T12:52:05Z
8b0bee5e8bc724e3942e71f073694d85acadc561,[fbprophet] Fix frequencies (#20326),John Bodley,john-bodley,2022-06-20T04:53:09Z
8b7262fa9040b6bc956dfa2c191953fe3b65bea6,"fix(20428): Address-Presto/Trino-Poll-Issue-Refactor (#20434)

* fix(20428)-Address-Presto/Trino-Poll-Issue-Refacto
r

Update linter

* Update to only use BaseEngineSpec handle_cursor

* Fix CI

Co-authored-by: John Bodley <4567245+john-bodley@users.noreply.github.com>",Simon Thelin,Thelin90,2022-06-19T23:28:59Z
c2f01a676c5e5eb53b98a6a609674c8342f8a0ac,fix(dashboard): new created chart did not have high lighted effect when using the permalink of chart share in dashboard (#20411),Diego Medina,diegomedina248,2022-06-19T14:17:06Z
ab9f72f1a1359a59e64afd9e820d5823fd53b77b,"fix(embedded):  CSV download for chart (#20261)

* move postForm to superset client

* lint

* fix lint

* fix type

* update tests

* add tests

* add test for form submit

* add test for request form

* lint

* fix test

* fix tests

* more tests

* more tests

* test

* lint

* more test for postForm

* lint

* Update superset-frontend/packages/superset-ui-core/test/connection/SupersetClientClass.test.ts

Co-authored-by: David Aaron Suddjian <1858430+suddjian@users.noreply.github.com>

* update tests

* remove useless test

* make test cover happy

* make test cover happy

* make test cover happy

* make codecov happy

* make codecov happy

Co-authored-by: David Aaron Suddjian <1858430+suddjian@users.noreply.github.com>",Lily Kuang,Unknown,2022-06-18T03:01:08Z
f53018c7c5ebbec04ffd879e1b09fb4a3ffa5609,"feat(embedded): enforce allow domains (#20251)

* feat(embedded): enforce allow domains

* check referrer in view

* remove frontend check",Lily Kuang,Unknown,2022-06-17T19:57:51Z
9f74fb7a849fbf4219ed584118a6bdf149c53e68,Skip flaky Cypress test. (#20417),Cody Leff,codyml,2022-06-17T16:24:58Z
a807290e3dc73d70c121a43daf1edeb2dec5bf3c,"docs: Added details to Druid connection string (#20264)

* Added details to Druid connection string 

While linking Superset to Druid the correct connection string is very important however in the docs it is not well explained , so I added a little description to it

* Update druid.mdx",Neeraj-2307,Neeraj-2307,2022-06-17T14:55:41Z
f6f93aad37e6258ec27af1b39335d0de9163210d,"fix(cosmetic): cannot find m-r-10 class in superset.less (#20276)

* fix(cosmetic): cannot find m-r-10 class in superset.less

* fix: remove .m-r-10 class and use emotion instead

* Update superset-frontend/src/components/Datasource/CollectionTable.tsx

Co-authored-by: Michael S. Molina <70410625+michael-s-molina@users.noreply.github.com>

* Update superset-frontend/src/components/Datasource/DatasourceEditor.jsx

Co-authored-by: Michael S. Molina <70410625+michael-s-molina@users.noreply.github.com>

Co-authored-by: Michael S. Molina <70410625+michael-s-molina@users.noreply.github.com>",jiAng,Renderz,2022-06-17T11:54:27Z
fa7f144a687a438f7a67c99b167dd4af10471712,fix: rm eslint-plugin-translation-vars engine requirement (#20420),Stephen Liu,stephenLYZ,2022-06-17T06:29:57Z
b32288fddfc077d941452245a4e8002335746ba4,fix(bar-chart-v2): remove marker from bar chart V2 (#20409),Stephen Liu,stephenLYZ,2022-06-17T02:52:26Z
41bbf62e586933172bde4b4080a4f21fe1ccd290,fix(presto): use correct timespec for presto (#20333),mohittt8,mohittt27,2022-06-16T23:43:17Z
998624b1a5a498343bd7f37b5ca80402ba08e305,"feat: allow setting db UUID (#20412)

* WIP

* feat: allow passing UUID when creating a DB

* Test

* Fix field",Beto Dealmeida,betodealmeida,2022-06-16T22:53:59Z
12436e47c9e11af3769f692988cb9c8c724c272e,fix key error on permalink fetch for old permalinks (#20414),Elizabeth Thompson,eschutho,2022-06-16T22:51:17Z
fadf0ec5ad74dc3f21eb099b4defe5ed5ec0b449,Update documentation on updating documentation. (#20400),Cody Leff,codyml,2022-06-16T21:05:37Z
a8a6b732e9fb37ac2f4de953d099ce6a4937e17d,adding extra metrics after chart configuration (#20410),Smart-Codi,codemaster08240328,2022-06-16T18:55:14Z
467d8ef89ea11dcfc4cd67d88a514886254820d2,"docs: add Matomo tracking to docs (#20398)

* Apply Prettier formatting.

* Add Matomo script to Docusaurus config.

* Add Apache license to Matomo script.",Cody Leff,codyml,2022-06-16T16:18:59Z
11d94ce56c472c0c516c4ce3b2ced03890e5d0ba,Chinese translation and English translation do not match (#20405),chuancy,chuancyzhang,2022-06-16T14:27:53Z
c959d92dd17499e3fb7a0f4f02f3781516f3d3e6,feat(plugin-chart-echarts): Support stacking negative and positive values (#20408),Kamil Gabryjelski,kgabryje,2022-06-16T11:58:58Z
16654034849505109b638fd2a784dfb377238a0e,"fix(plugin-chart-pivot-table): color weight of Conditional formatting metrics not work (#20396)

* fix(plugin-chart-pivot-table): color weight of Conditional formatting metrics not work

* fix: test",Stephen Liu,stephenLYZ,2022-06-16T04:22:09Z
ccba5b2f69f8d9efb805e584de84f68afab1bb2c,"chore: add action to welcome new users (#20401)

* add action to welcome new users

* fix typo",Elizabeth Thompson,eschutho,2022-06-15T23:27:55Z
498987a1a0fa8af6d4c6375b91600ff4361b0e61,Prevent dataset edit modal closing on click-away in edit mode (#20278),Reese,reesercollins,2022-06-15T20:28:13Z
1882c6d5cc397dfa2826266dfa100b7cfbe7bdd7,"Remove cache warming documentation (#20269)

The cache warming strategies perform unauthorized `GET` requests that are redirected to the login page #9597",Atticus White,atticoos,2022-06-15T19:38:30Z
d6f9fb5af113dce54e73432e4c13eca0bafbee6f,"chore: Removes unused vars (#20194)

* chore: Removes unused vars

* Fixes lint

* Disables no-unused-vars for the operators",Michael S. Molina,michael-s-molina,2022-06-15T14:01:45Z
0a50a9b3804837ea7130f91bfcfcca57ab50129f,feat: setting limit value when Pie chart switches (#20392),Yongjie Zhao,zhaoyongjie,2022-06-15T13:49:00Z
7c252d75240559d0bba9be3be8419b65b86967df,feat: adding truncate metric control on timeseries charts (#20373),Yongjie Zhao,zhaoyongjie,2022-06-15T12:55:10Z
df8bb46ee26807a06e168b3a234e43b02bf658e1,"fix(fonts): Show the all the A's in our workspace correctly, not funky (#20361)

* fix(fonts): make to fix the issue of broking the Inter font char A

* fix(css & fonts): make to install from npmjs.org",smileydev,prosdev0107,2022-06-15T06:28:54Z
3fe53f735e645a96ca5158054b5c9cb26e3e83e7,fix: Unable to export multiple Dashboards with the same name (#20383),Diego Medina,diegomedina248,2022-06-15T06:27:24Z
ead10401e7f5344d821ee3086c191fedb5d6ee4b,"fix: A newly connected database doesn't appear in the databases list if user connected database using the 'plus' button (#20363)

* fix: A newly connected database doesn't appear in the databases list if user connected database using the 'plus' button

* PR comments",Diego Medina,diegomedina248,2022-06-14T23:47:37Z
160e674b9049c006d3fada3e99a89a2c9dbe80ac,"fix: update connection modal to use existing catalog (#20372)

* fix: update connection modal to use existing catalog

* remove console",Phillip Kelley-Dotson,pkdotson,2022-06-14T19:10:01Z
86f146e217ddb7c2ebd499acddaa5e8c3b3ab560,"feat(explore): Implement viz switcher redesign (#20248)

* add icons

* Implement fast viz switcher component

* Remove unnecessary keys from ControlsPanelContainer

* Rename icons

* Add unit tests

* Add licenses

* Fix test

* Change BigNumberWithTrendline to BigNumber

* fix test

* fix test

* Add currently rendered viz tile

* Move View all charts to the right side

* Add license

* Fix imports

* Fix e2e test",Kamil Gabryjelski,kgabryje,2022-06-14T13:20:54Z
c3fdd526977318107685e9b9b28540f2eb89227d,"fix(VERSIONED_EXPORTS): Ensure dashboards and charts adher to the VERSIONED_EXPORTS feature flag (#20368)

Co-authored-by: John Bodley <john.bodley@airbnb.com>",John Bodley,john-bodley,2022-06-14T01:39:15Z
5a137820d0fd192fe8466e9448a59e327d13eeb5,"fix: catch some potential errors on dual write (#20351)

* catch some potential errors on dual write

* fix test for sqlite",Elizabeth Thompson,eschutho,2022-06-14T00:30:13Z
e1532f63aca5dfd1386dd1cbd811f382ab9b7f98,fix: query execution time is not fully displayed in bubble icon (#20364),Diego Medina,diegomedina248,2022-06-13T20:30:00Z
ee06d3d113cd7d61e6e5e6162c59a66d775e7779,Fix typo issue in Error handling message (#20365),Smart-Codi,codemaster08240328,2022-06-13T20:29:18Z
c6b1523db548f9eb325439dedef6c78fa6aa9e15,add breaking change information about form_data datasource_type (#20321),Elizabeth Thompson,eschutho,2022-06-13T18:48:22Z
cb2ffa530f79033716fd719f6798eec049a4dd57,chore: Removes no-use-before-define warnings (#20298),Michael S. Molina,michael-s-molina,2022-06-13T10:44:34Z
8345eb4644947180e3c84ed26498abb7fa194de9,"fix: A newly connected database doesn't appear in the databases list if user connected database using the 'plus' button (#19967)

* fix: A newly connected database doesn't appear in the databases list if user connected database using the 'plus' button

* include onDatabaseAdd on successful import",Diego Medina,diegomedina248,2022-06-12T14:21:30Z
86368dd406b9e828f31186a4b6179d24758a7d87,"fix(docker): Make Gunicorn Keepalive Adjustable (#20348)

Co-authored-by: Multazim Deshmukh <multazim.deshmukh@morningstar.com>",Multazim Deshmukh,mdeshmu,2022-06-10T20:04:39Z
11b33de61b5b28966164daddb30f5661bd109467,"feat(api): Added ""kind"" to dataset/<pk> endpoint (#20113)",Reese,reesercollins,2022-06-10T20:03:48Z
1918dc04559fcc6df369f3bf09d165561a29176e,"fix: Add serviceAccountName to celerybeat pods. (#19670)

Co-authored-by: josh.paulin <josh.paulin@wheniwork.com>",Josh Paulin,paulinjo,2022-06-10T20:03:13Z
c842c9e2d8d2b579e514fb291def3f3b0a5860e3,"feat(explore): Dataset Panel Options when Source = Query II (#20299)

* Created/tested query dataset dropdown

* Add isValidDatasourceType to @superset-ui/core and hide query dropdown

* Removed isValidDatasourceType check

* Remove the rest of isValidDatasourceType check",Lyndsi Kay Williams,lyndsiWilliams,2022-06-10T16:55:52Z
d0165b617b36e5b4d67262f1396c974edba65760,"chore(dashboard): update Edit Dashboard side panel tabs (#20337)

* Reorder Dashboard Edit tabs and rename 'Components' tab to 'Layout Elements'.

* Add tests for BuilderComponentPane.

* Fix Cypress tests, capitalization, test nesting.",Cody Leff,codyml,2022-06-10T15:57:32Z
72e5e57a6c04ee222a666a877622e6f983d18ff6,"chore: Updates the final steps of the release README (#20318)

* chore: Updates the final steps of the release README

* Apply suggestions from code review

Co-authored-by: Yongjie Zhao <yongjiezhao@apache.org>

Co-authored-by: Yongjie Zhao <yongjiezhao@apache.org>",Michael S. Molina,michael-s-molina,2022-06-10T11:58:24Z
